t_ms,t_flight_s,loop_dt_us,state,imu_fault,rbf_pulled,batt_low,batt_critical,qb_w,qb_x,qb_y,qb_z,qg_w,qg_x,qg_y,qg_z,vote_disagree_deg,body_pitch_deg,body_yaw_deg,defl_pitch_deg,defl_yaw_deg,setp_pitch_deg,err_pitch_deg,err_yaw_deg,pid_p_pitch_deg,pid_i_pitch_deg,pid_d_pitch_deg,pid_p_yaw_deg,pid_i_yaw_deg,pid_d_yaw_deg,cmd_pitch_deg,cmd_yaw_deg,baro_alt_m,baro_temp_c,accel_g,batt_v,dropped_frames_cum
1990,1.8720,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,6.0150,0.0,3.0380,0.0,0.0,-6.0150,0.0,0,0,0,0,0,0,3.0380,0.0,21.260,15.0,1.0,7.86,0
1992,1.8740,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,6.0120,0.0,3.0380,0.0,0.0,-6.0120,0.0,0,0,0,0,0,0,3.0380,0.0,21.650,15.0,1.0,7.86,0
1994,1.8760,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,6.0090,0.0,3.0390,0.0,0.0,-6.0090,0.0,0,0,0,0,0,0,3.0390,0.0,21.170,15.0,1.0,7.87,0
1996,1.8780,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,6.0050,0.0,3.0370,0.0,0.0,-6.0050,0.0,0,0,0,0,0,0,3.0370,0.0,21.690,15.0,1.0,7.87,0
1998,1.8800,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,6.0020,0.0,3.0300,0.0,0.0,-6.0020,0.0,0,0,0,0,0,0,3.0300,0.0,21.740,15.0,1.0,7.87,0
2000,1.8820,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9990,0.0,3.0160,0.0,0.0,-5.9990,0.0,0,0,0,0,0,0,3.0160,0.0,21.450,15.0,1.0,7.86,0
2001,1.8840,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9950,0.0,2.9960,0.0,0.0,-5.9950,0.0,0,0,0,0,0,0,2.9960,0.0,22.470,15.0,1.0,7.87,0
2004,1.8860,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9920,0.0,2.9830,0.0,0.0,-5.9920,0.0,0,0,0,0,0,0,2.9830,0.0,21.850,15.0,1.0,7.87,0
2005,1.8880,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9890,0.0,2.9700,0.0,0.0,-5.9890,0.0,0,0,0,0,0,0,2.9700,0.0,22.450,15.0,1.0,7.87,0
2008,1.8900,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9860,0.0,2.9620,0.0,0.0,-5.9860,0.0,0,0,0,0,0,0,2.9620,0.0,22.170,15.0,1.0,7.86,0
2009,1.8920,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9820,0.0,2.9510,0.0,0.0,-5.9820,0.0,0,0,0,0,0,0,2.9510,0.0,21.560,15.0,1.0,7.87,0
2012,1.8940,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9790,0.0,2.9410,0.0,0.0,-5.9790,0.0,0,0,0,0,0,0,2.9410,0.0,21.710,15.0,1.0,7.87,0
2013,1.8960,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9760,0.0,2.9340,0.0,0.0,-5.9760,0.0,0,0,0,0,0,0,2.9340,0.0,22.080,15.0,1.0,7.87,0
2016,1.8980,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9730,0.0,2.9220,0.0,0.0,-5.9730,0.0,0,0,0,0,0,0,2.9220,0.0,21.970,15.0,1.0,7.87,0
2017,1.9000,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9700,0.0,2.9060,0.0,0.0,-5.9700,0.0,0,0,0,0,0,0,2.9060,0.0,22.000,15.0,1.0,7.87,0
2020,1.9020,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9670,0.0,2.8970,0.0,0.0,-5.9670,0.0,0,0,0,0,0,0,2.8970,0.0,21.910,15.0,1.0,7.87,0
2021,1.9040,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9640,0.0,2.8930,0.0,0.0,-5.9640,0.0,0,0,0,0,0,0,2.8930,0.0,21.340,15.0,1.0,7.86,0
2024,1.9060,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9610,0.0,2.8880,0.0,0.0,-5.9610,0.0,0,0,0,0,0,0,2.8880,0.0,22.020,15.0,1.0,7.87,0
2025,1.9080,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9580,0.0,2.8870,0.0,0.0,-5.9580,0.0,0,0,0,0,0,0,2.8870,0.0,21.260,15.0,1.0,7.87,0
2028,1.9100,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9550,0.0,2.8920,0.0,0.0,-5.9550,0.0,0,0,0,0,0,0,2.8920,0.0,22.340,15.0,1.0,7.88,0
2029,1.9120,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9520,0.0,2.9070,0.0,0.0,-5.9520,0.0,0,0,0,0,0,0,2.9070,0.0,21.940,15.0,1.0,7.86,0
2032,1.9140,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9490,0.0,2.9190,0.0,0.0,-5.9490,0.0,0,0,0,0,0,0,2.9190,0.0,21.980,15.0,1.0,7.87,0
2033,1.9160,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9470,0.0,2.9350,0.0,0.0,-5.9470,0.0,0,0,0,0,0,0,2.9350,0.0,22.220,15.0,1.0,7.87,0
2036,1.9180,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9440,0.0,2.9610,0.0,0.0,-5.9440,0.0,0,0,0,0,0,0,2.9610,0.0,22.460,15.0,1.0,7.87,0
2037,1.9200,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9410,0.0,2.9850,0.0,0.0,-5.9410,0.0,0,0,0,0,0,0,2.9850,0.0,21.820,15.0,1.0,7.87,0
2040,1.9220,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9380,0.0,3.0140,0.0,0.0,-5.9380,0.0,0,0,0,0,0,0,3.0140,0.0,21.730,15.0,1.0,7.85,0
2041,1.9240,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9360,0.0,3.0290,0.0,0.0,-5.9360,0.0,0,0,0,0,0,0,3.0290,0.0,22.050,15.0,1.0,7.87,0
2044,1.9260,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9330,0.0,3.0490,0.0,0.0,-5.9330,0.0,0,0,0,0,0,0,3.0490,0.0,21.700,15.0,1.0,7.87,0
2045,1.9280,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9300,0.0,3.0680,0.0,0.0,-5.9300,0.0,0,0,0,0,0,0,3.0680,0.0,22.170,15.0,1.0,7.86,0
2048,1.9300,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9280,0.0,3.0770,0.0,0.0,-5.9280,0.0,0,0,0,0,0,0,3.0770,0.0,23.230,15.0,1.0,7.86,0
2050,1.9320,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9250,0.0,3.0900,0.0,0.0,-5.9250,0.0,0,0,0,0,0,0,3.0900,0.0,22.210,15.0,1.0,7.86,0
2052,1.9340,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9220,0.0,3.1070,0.0,0.0,-5.9220,0.0,0,0,0,0,0,0,3.1070,0.0,22.940,15.0,1.0,7.86,0
2054,1.9360,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9190,0.0,3.1280,0.0,0.0,-5.9190,0.0,0,0,0,0,0,0,3.1280,0.0,22.170,15.0,1.0,7.87,0
2056,1.9380,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9170,0.0,3.1530,0.0,0.0,-5.9170,0.0,0,0,0,0,0,0,3.1530,0.0,22.880,15.0,1.0,7.87,0
2058,1.9400,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9140,0.0,3.1740,0.0,0.0,-5.9140,0.0,0,0,0,0,0,0,3.1740,0.0,22.670,15.0,1.0,7.87,0
2060,1.9420,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9110,0.0,3.1880,0.0,0.0,-5.9110,0.0,0,0,0,0,0,0,3.1880,0.0,22.820,15.0,1.0,7.87,0
2062,1.9440,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9080,0.0,3.1990,0.0,0.0,-5.9080,0.0,0,0,0,0,0,0,3.1990,0.0,23.110,15.0,1.0,7.86,0
2064,1.9460,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9050,0.0,3.2080,0.0,0.0,-5.9050,0.0,0,0,0,0,0,0,3.2080,0.0,23.630,15.0,1.0,7.87,0
2066,1.9480,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.9020,0.0,3.2180,0.0,0.0,-5.9020,0.0,0,0,0,0,0,0,3.2180,0.0,23.040,15.0,1.0,7.87,0
2068,1.9500,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8990,0.0,3.2240,0.0,0.0,-5.8990,0.0,0,0,0,0,0,0,3.2240,0.0,23.060,15.0,1.0,7.87,0
2070,1.9520,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8960,0.0,3.2290,0.0,0.0,-5.8960,0.0,0,0,0,0,0,0,3.2290,0.0,22.660,15.0,1.0,7.87,0
2072,1.9540,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8930,0.0,3.2380,0.0,0.0,-5.8930,0.0,0,0,0,0,0,0,3.2380,0.0,23.320,15.0,1.0,7.87,0
2074,1.9560,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8900,0.0,3.2470,0.0,0.0,-5.8900,0.0,0,0,0,0,0,0,3.2470,0.0,23.030,15.0,1.0,7.87,0
2076,1.9580,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8870,0.0,3.2650,0.0,0.0,-5.8870,0.0,0,0,0,0,0,0,3.2650,0.0,23.500,15.0,1.0,7.87,0
2078,1.9600,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8840,0.0,3.2890,0.0,0.0,-5.8840,0.0,0,0,0,0,0,0,3.2890,0.0,23.200,15.0,1.0,7.87,0
2080,1.9620,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8810,0.0,3.3030,0.0,0.0,-5.8810,0.0,0,0,0,0,0,0,3.3030,0.0,23.950,15.0,1.0,7.88,0
2082,1.9640,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8770,0.0,3.3120,0.0,0.0,-5.8770,0.0,0,0,0,0,0,0,3.3120,0.0,22.500,15.0,1.0,7.88,0
2084,1.9660,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8740,0.0,3.3110,0.0,0.0,-5.8740,0.0,0,0,0,0,0,0,3.3110,0.0,23.220,15.0,1.0,7.86,0
2086,1.9680,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8710,0.0,3.3040,0.0,0.0,-5.8710,0.0,0,0,0,0,0,0,3.3040,0.0,23.730,15.0,1.0,7.86,0
2088,1.9700,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8670,0.0,3.3010,0.0,0.0,-5.8670,0.0,0,0,0,0,0,0,3.3010,0.0,23.280,15.0,1.0,7.87,0
2090,1.9720,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8640,0.0,3.2920,0.0,0.0,-5.8640,0.0,0,0,0,0,0,0,3.2920,0.0,23.150,15.0,1.0,7.87,0
2092,1.9740,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8600,0.0,3.2790,0.0,0.0,-5.8600,0.0,0,0,0,0,0,0,3.2790,0.0,23.400,15.0,1.0,7.87,0
2094,1.9760,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8560,0.0,3.2670,0.0,0.0,-5.8560,0.0,0,0,0,0,0,0,3.2670,0.0,22.990,15.0,1.0,7.87,0
2096,1.9780,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8530,0.0,3.2600,0.0,0.0,-5.8530,0.0,0,0,0,0,0,0,3.2600,0.0,23.630,15.0,1.0,7.87,0
2098,1.9800,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8490,0.0,3.2530,0.0,0.0,-5.8490,0.0,0,0,0,0,0,0,3.2530,0.0,24.600,15.0,1.0,7.87,0
2100,1.9820,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8450,0.0,3.2450,0.0,0.0,-5.8450,0.0,0,0,0,0,0,0,3.2450,0.0,24.130,15.0,1.0,7.87,0
2102,1.9840,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8420,0.0,3.2420,0.0,0.0,-5.8420,0.0,0,0,0,0,0,0,3.2420,0.0,23.270,15.0,1.0,7.87,0
2104,1.9860,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8380,0.0,3.2420,0.0,0.0,-5.8380,0.0,0,0,0,0,0,0,3.2420,0.0,23.400,15.0,1.0,7.87,0
2106,1.9880,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8340,0.0,3.2450,0.0,0.0,-5.8340,0.0,0,0,0,0,0,0,3.2450,0.0,23.630,15.0,1.0,7.87,0
2108,1.9900,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8300,0.0,3.2510,0.0,0.0,-5.8300,0.0,0,0,0,0,0,0,3.2510,0.0,24.240,15.0,1.0,7.87,0
2110,1.9920,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8260,0.0,3.2510,0.0,0.0,-5.8260,0.0,0,0,0,0,0,0,3.2510,0.0,23.550,15.0,1.0,7.87,0
2112,1.9940,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8230,0.0,3.2530,0.0,0.0,-5.8230,0.0,0,0,0,0,0,0,3.2530,0.0,23.650,15.0,1.0,7.86,0
2114,1.9960,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8190,0.0,3.2500,0.0,0.0,-5.8190,0.0,0,0,0,0,0,0,3.2500,0.0,24.320,15.0,1.0,7.88,0
2116,1.9980,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8150,0.0,3.2530,0.0,0.0,-5.8150,0.0,0,0,0,0,0,0,3.2530,0.0,24.350,15.0,1.0,7.87,0
2118,2.0000,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8110,0.0,3.2600,0.0,0.0,-5.8110,0.0,0,0,0,0,0,0,3.2600,0.0,23.900,15.0,1.0,7.87,0
2120,2.0020,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8070,0.0,3.2600,0.0,0.0,-5.8070,0.0,0,0,0,0,0,0,3.2600,0.0,23.640,15.0,1.0,7.87,0
2122,2.0040,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.8030,0.0,3.2660,0.0,0.0,-5.8030,0.0,0,0,0,0,0,0,3.2660,0.0,23.510,15.0,1.0,7.87,0
2124,2.0060,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7990,0.0,3.2660,0.0,0.0,-5.7990,0.0,0,0,0,0,0,0,3.2660,0.0,23.900,15.0,1.0,7.87,0
2126,2.0080,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7950,0.0,3.2700,0.0,0.0,-5.7950,0.0,0,0,0,0,0,0,3.2700,0.0,23.320,15.0,1.0,7.87,0
2128,2.0100,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7910,0.0,3.2750,0.0,0.0,-5.7910,0.0,0,0,0,0,0,0,3.2750,0.0,24.560,15.0,1.0,7.87,0
2130,2.0120,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7870,0.0,3.2750,0.0,0.0,-5.7870,0.0,0,0,0,0,0,0,3.2750,0.0,24.050,15.0,1.0,7.87,0
2132,2.0140,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7830,0.0,3.2690,0.0,0.0,-5.7830,0.0,0,0,0,0,0,0,3.2690,0.0,24.540,15.0,1.0,7.87,0
2134,2.0160,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7790,0.0,3.2630,0.0,0.0,-5.7790,0.0,0,0,0,0,0,0,3.2630,0.0,25.130,15.0,1.0,7.87,0
2136,2.0180,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7750,0.0,3.2580,0.0,0.0,-5.7750,0.0,0,0,0,0,0,0,3.2580,0.0,24.900,15.0,1.0,7.87,0
2138,2.0200,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7710,0.0,3.2500,0.0,0.0,-5.7710,0.0,0,0,0,0,0,0,3.2500,0.0,24.010,15.0,1.0,7.88,0
2140,2.0220,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7670,0.0,3.2470,0.0,0.0,-5.7670,0.0,0,0,0,0,0,0,3.2470,0.0,24.860,15.0,1.0,7.87,0
2142,2.0240,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7630,0.0,3.2380,0.0,0.0,-5.7630,0.0,0,0,0,0,0,0,3.2380,0.0,25.020,15.0,1.0,7.88,0
2144,2.0260,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7590,0.0,3.2310,0.0,0.0,-5.7590,0.0,0,0,0,0,0,0,3.2310,0.0,24.300,15.0,1.0,7.86,0
2146,2.0280,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7550,0.0,3.2260,0.0,0.0,-5.7550,0.0,0,0,0,0,0,0,3.2260,0.0,24.260,15.0,1.0,7.86,0
2148,2.0300,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7510,0.0,3.2140,0.0,0.0,-5.7510,0.0,0,0,0,0,0,0,3.2140,0.0,24.640,15.0,1.0,7.86,0
2150,2.0320,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7470,0.0,3.2070,0.0,0.0,-5.7470,0.0,0,0,0,0,0,0,3.2070,0.0,24.090,15.0,1.0,7.87,0
2152,2.0340,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7430,0.0,3.1960,0.0,0.0,-5.7430,0.0,0,0,0,0,0,0,3.1960,0.0,25.360,15.0,1.0,7.87,0
2154,2.0360,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7400,0.0,3.1770,0.0,0.0,-5.7400,0.0,0,0,0,0,0,0,3.1770,0.0,23.850,15.0,1.0,7.86,0
2156,2.0380,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7360,0.0,3.1610,0.0,0.0,-5.7360,0.0,0,0,0,0,0,0,3.1610,0.0,24.410,15.0,1.0,7.87,0
2158,2.0400,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7320,0.0,3.1480,0.0,0.0,-5.7320,0.0,0,0,0,0,0,0,3.1480,0.0,24.790,15.0,1.0,7.87,0
2160,2.0420,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7280,0.0,3.1440,0.0,0.0,-5.7280,0.0,0,0,0,0,0,0,3.1440,0.0,24.850,15.0,1.0,7.86,0
2162,2.0440,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7250,0.0,3.1420,0.0,0.0,-5.7250,0.0,0,0,0,0,0,0,3.1420,0.0,25.050,15.0,1.0,7.87,0
2164,2.0460,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7210,0.0,3.1500,0.0,0.0,-5.7210,0.0,0,0,0,0,0,0,3.1500,0.0,25.130,15.0,1.0,7.87,0
2166,2.0480,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7180,0.0,3.1650,0.0,0.0,-5.7180,0.0,0,0,0,0,0,0,3.1650,0.0,24.980,15.0,1.0,7.86,0
2168,2.0500,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7140,0.0,3.1860,0.0,0.0,-5.7140,0.0,0,0,0,0,0,0,3.1860,0.0,25.570,15.0,1.0,7.86,0
2170,2.0520,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7110,0.0,3.2130,0.0,0.0,-5.7110,0.0,0,0,0,0,0,0,3.2130,0.0,24.300,15.0,1.0,7.87,0
2172,2.0540,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7070,0.0,3.2380,0.0,0.0,-5.7070,0.0,0,0,0,0,0,0,3.2380,0.0,25.200,15.0,1.0,7.87,0
2174,2.0560,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7040,0.0,3.2590,0.0,0.0,-5.7040,0.0,0,0,0,0,0,0,3.2590,0.0,24.950,15.0,1.0,7.86,0
2176,2.0580,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.7000,0.0,3.2810,0.0,0.0,-5.7000,0.0,0,0,0,0,0,0,3.2810,0.0,25.340,15.0,1.0,7.87,0
2178,2.0600,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6970,0.0,3.3050,0.0,0.0,-5.6970,0.0,0,0,0,0,0,0,3.3050,0.0,25.410,15.0,1.0,7.87,0
2180,2.0620,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6940,0.0,3.3280,0.0,0.0,-5.6940,0.0,0,0,0,0,0,0,3.3280,0.0,25.010,15.0,1.0,7.85,0
2182,2.0640,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6900,0.0,3.3470,0.0,0.0,-5.6900,0.0,0,0,0,0,0,0,3.3470,0.0,25.160,15.0,1.0,7.87,0
2184,2.0660,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6870,0.0,3.3560,0.0,0.0,-5.6870,0.0,0,0,0,0,0,0,3.3560,0.0,25.770,15.0,1.0,7.88,0
2186,2.0680,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6830,0.0,3.3680,0.0,0.0,-5.6830,0.0,0,0,0,0,0,0,3.3680,0.0,25.640,15.0,1.0,7.86,0
2188,2.0700,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6800,0.0,3.3800,0.0,0.0,-5.6800,0.0,0,0,0,0,0,0,3.3800,0.0,25.270,15.0,1.0,7.87,0
2190,2.0720,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6760,0.0,3.3850,0.0,0.0,-5.6760,0.0,0,0,0,0,0,0,3.3850,0.0,26.400,15.0,1.0,7.87,0
2192,2.0740,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6730,0.0,3.3910,0.0,0.0,-5.6730,0.0,0,0,0,0,0,0,3.3910,0.0,26.550,15.0,1.0,7.87,0
2194,2.0760,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6700,0.0,3.3990,0.0,0.0,-5.6700,0.0,0,0,0,0,0,0,3.3990,0.0,25.090,15.0,1.0,7.87,0
2196,2.0780,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6660,0.0,3.4060,0.0,0.0,-5.6660,0.0,0,0,0,0,0,0,3.4060,0.0,25.840,15.0,1.0,7.86,0
2198,2.0800,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6630,0.0,3.4170,0.0,0.0,-5.6630,0.0,0,0,0,0,0,0,3.4170,0.0,26.760,15.0,1.0,7.86,0
2200,2.0820,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6590,0.0,3.4300,0.0,0.0,-5.6590,0.0,0,0,0,0,0,0,3.4300,0.0,26.120,15.0,1.0,7.88,0
2202,2.0840,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6550,0.0,3.4340,0.0,0.0,-5.6550,0.0,0,0,0,0,0,0,3.4340,0.0,25.930,15.0,1.0,7.86,0
2204,2.0860,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6520,0.0,3.4360,0.0,0.0,-5.6520,0.0,0,0,0,0,0,0,3.4360,0.0,25.810,15.0,1.0,7.87,0
2206,2.0880,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6480,0.0,3.4400,0.0,0.0,-5.6480,0.0,0,0,0,0,0,0,3.4400,0.0,25.720,15.0,1.0,7.87,0
2208,2.0900,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6450,0.0,3.4490,0.0,0.0,-5.6450,0.0,0,0,0,0,0,0,3.4490,0.0,25.890,15.0,1.0,7.87,0
2210,2.0920,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6410,0.0,3.4630,0.0,0.0,-5.6410,0.0,0,0,0,0,0,0,3.4630,0.0,25.800,15.0,1.0,7.87,0
2212,2.0940,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6380,0.0,3.4660,0.0,0.0,-5.6380,0.0,0,0,0,0,0,0,3.4660,0.0,26.360,15.0,1.0,7.86,0
2214,2.0960,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6340,0.0,3.4680,0.0,0.0,-5.6340,0.0,0,0,0,0,0,0,3.4680,0.0,25.950,15.0,1.0,7.86,0
2216,2.0980,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6300,0.0,3.4730,0.0,0.0,-5.6300,0.0,0,0,0,0,0,0,3.4730,0.0,25.980,15.0,1.0,7.86,0
2218,2.1000,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6270,0.0,3.4830,0.0,0.0,-5.6270,0.0,0,0,0,0,0,0,3.4830,0.0,25.710,15.0,1.0,7.86,0
2220,2.1020,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6230,0.0,3.5000,0.0,0.0,-5.6230,0.0,0,0,0,0,0,0,3.5000,0.0,26.220,15.0,1.0,7.87,0
2222,2.1040,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6190,0.0,3.5090,0.0,0.0,-5.6190,0.0,0,0,0,0,0,0,3.5090,0.0,25.930,15.0,1.0,7.87,0
2224,2.1060,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6150,0.0,3.5140,0.0,0.0,-5.6150,0.0,0,0,0,0,0,0,3.5140,0.0,26.250,15.0,1.0,7.86,0
2226,2.1080,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6120,0.0,3.5130,0.0,0.0,-5.6120,0.0,0,0,0,0,0,0,3.5130,0.0,26.790,15.0,1.0,7.86,0
2228,2.1100,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6080,0.0,3.5150,0.0,0.0,-5.6080,0.0,0,0,0,0,0,0,3.5150,0.0,26.560,15.0,1.0,7.87,0
2230,2.1120,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6040,0.0,3.5110,0.0,0.0,-5.6040,0.0,0,0,0,0,0,0,3.5110,0.0,26.660,15.0,1.0,7.87,0
2232,2.1140,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,5.6000,0.0,3.5130,0.0,0.0,-5.6000,0.0,0,0,0,0,0,0,3.5130,0.0,26.650,15.0,1.0,7.86,0
